"","x"
"2157","k__Fungi; p__Ascomycota"
"2158","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"2159","k__Fungi; p__Ascomycota"
"2160","k__Fungi; p__Ascomycota"
"2161","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"2162","k__Fungi; p__Ascomycota"
"2163","k__Fungi; p__Ascomycota"
"2164","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2165","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales"
"2166","k__Fungi; p__Ascomycota"
"2167","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2168","k__Fungi"
"2169","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Verrucariales"
"2170","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2171","k__Fungi; p__Ascomycota"
"2172","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Thelephora; s__Thelephora_terrestris"
"2173","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2174","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Melanosporales; f__Ceratostomataceae; g__Harzia; s__Harzia_acremonioides"
"2175","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2176","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"2177","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Curvularia"
"2178","k__Fungi; p__Ascomycota"
"2179","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"2180","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2181","k__Fungi"
"2182","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Lophiostomataceae; g__Lophiostoma; s__unidentified"
"2183","k__Fungi; p__Ascomycota"
"2184","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Sphaerosporella; s__unidentified"
"2185","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2186","k__Fungi; p__Ascomycota"
"2187","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"2188","k__Fungi; p__Ascomycota"
"2189","k__Fungi; p__Ascomycota"
"2190","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2191","k__Fungi; p__Ascomycota"
"2192","k__Fungi; p__Ascomycota"
"2193","k__Fungi; p__Ascomycota"
"2194","k__Fungi; p__Ascomycota"
"2195","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2196","k__Fungi; p__Ascomycota"
"2197","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"2198","k__Fungi; p__Ascomycota"
"2199","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Psathyrella"
"2200","k__Fungi; p__Ascomycota"
"2201","k__Fungi; p__Ascomycota"
"2202","k__Fungi; p__Ascomycota"
"2203","k__Fungi; p__Ascomycota"
"2204","k__Fungi; p__Ascomycota"
"2205","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"2206","k__Fungi; p__Ascomycota"
"2207","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales"
"2208","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"2209","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pezizaceae; g__Peziza"
"2210","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__unidentified; s__unidentified"
"2211","k__Fungi; p__Ascomycota"
"2212","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Tulostoma"
"2213","k__Fungi; p__Ascomycota"
"2214","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Articulospora; s__unidentified"
"2215","k__Fungi; p__Ascomycota"
"2216","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Psathyrella"
"2217","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"2218","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Plectosphaerellaceae; g__Acrostalagmus; s__Acrostalagmus_luteoalbus"
"2219","k__Fungi"
"2220","k__Fungi; p__Ascomycota"
"2221","k__Fungi; p__Ascomycota"
"2222","k__Fungi; p__Ascomycota"
"2223","k__Fungi; p__Ascomycota"
"2224","k__Fungi; p__Basidiomycota; c__Agaricomycetes"
"2225","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinellus"
"2226","k__Fungi; p__Ascomycota"
"2227","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales"
"2228","k__Fungi; p__Ascomycota"
"2229","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Tulostoma"
"2230","k__Fungi; p__Ascomycota"
"2231","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"2232","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Hymenochaetales; f__Hymenochaetaceae; g__Pyrrhoderma; s__Pyrrhoderma_sendaiense"
"2233","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"2234","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Sympoventuriaceae; g__Scolecobasidium; s__Scolecobasidium_constrictum"
"2235","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinellus"
"2236","k__Fungi; p__Ascomycota"
"2237","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius; s__unidentified"
"2238","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae"
"2239","k__Fungi; p__Ascomycota"
"2240","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"2241","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified"
"2242","k__Fungi; p__Ascomycota"
"2243","k__Fungi; p__Ascomycota"
"2244","k__Fungi; p__Ascomycota"
"2245","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"2246","k__Fungi; p__Ascomycota"
"2247","k__Fungi; p__Ascomycota"
"2248","k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"2249","k__Fungi; p__Ascomycota"
"2250","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"2251","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"2252","k__Fungi; p__Ascomycota"
"2253","k__Fungi; p__Ascomycota"
"2254","k__Fungi; p__Ascomycota"
"2255","k__Fungi; p__Ascomycota"
"2256","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"2257","k__Fungi; p__Ascomycota"
"2258","k__Fungi; p__Ascomycota"
"2259","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pezizaceae; g__Peziza"
"2260","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"2261","k__Fungi; p__Ascomycota"
"2262","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified"
"2263","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"2264","k__Fungi; p__Ascomycota"
"2265","k__Fungi; p__Ascomycota"
"2266","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"2267","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales"
"2268","k__Fungi; p__Ascomycota"
"2269","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"2270","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"2271","k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"2272","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales"
"2273","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2274","k__Fungi; p__Ascomycota"
"2275","k__Fungi; p__Ascomycota"
"2276","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"2277","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"2278","k__Fungi; p__Ascomycota"
"2279","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Coniochaetales; f__unidentified; g__unidentified; s__unidentified"
"2280","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"2281","k__Fungi; p__Ascomycota"
"2282","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2283","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"2284","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Clavaria; s__Clavaria_falcata"
"2285","k__Fungi; p__Ascomycota"
"2286","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"2287","k__Fungi; p__Ascomycota"
"2288","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__unidentified; g__unidentified; s__unidentified"
"2289","k__Fungi; p__Ascomycota"
"2290","k__Fungi; p__Ascomycota"
"2291","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2292","k__Fungi; p__Ascomycota"
"2293","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2294","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__Hirsutella"
"2295","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"2296","k__Fungi; p__Ascomycota"
"2297","k__Fungi; p__Ascomycota"
"2298","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"2299","k__Fungi; p__Ascomycota"
"2300","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified"
"2301","k__Fungi; p__Ascomycota"
"2302","k__Fungi; p__Ascomycota"
"2303","k__Fungi; p__Ascomycota"
"2304","k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; g__Orbilia"
"2305","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2306","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2307","k__Fungi; p__Ascomycota"
"2308","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2309","k__Fungi; p__Ascomycota"
"2310","k__Fungi; p__Ascomycota"
"2311","k__Fungi; p__Ascomycota"
"2312","k__Fungi; p__Ascomycota"
"2313","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hymenogastraceae; g__Hebeloma"
"2314","k__Fungi; p__Ascomycota"
"2315","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Clitocybe"
"2316","k__Fungi; p__Ascomycota; c__Sordariomycetes"
"2317","k__Fungi; p__Ascomycota"
"2318","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"2319","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"2320","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales"
"2321","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae"
"2322","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma"
"2323","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales"
"2324","k__Fungi; p__Ascomycota"
"2325","k__Fungi; p__Ascomycota"
"2326","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__unidentified; s__unidentified"
"2327","k__Fungi"
"2328","k__Fungi; p__Ascomycota"
"2329","k__Fungi; p__Ascomycota"
"2330","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"2331","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"2332","k__Fungi"
"2333","k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"2334","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Diversisporaceae; g__Diversispora"
"2335","k__Fungi; p__Ascomycota"
"2336","k__Fungi; p__Ascomycota"
"2337","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Steccherinaceae; g__Steccherinum; s__unidentified"
"2338","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; s__Trichoderma_asperellum"
"2339","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"2340","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma"
"2341","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Chaetomium"
"2342","k__Fungi; p__Ascomycota"
"2343","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae"
"2344","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Myxotrichaceae; g__Oidiodendron; s__unidentified"
"2345","k__Fungi; p__Ascomycota"
"2346","k__Fungi; p__Ascomycota"
"2347","k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"2348","k__Fungi; p__Ascomycota"
"2349","k__Fungi; p__Ascomycota"
"2350","k__Fungi; p__Ascomycota"
"2351","k__Fungi; p__Ascomycota"
"2352","k__Fungi; p__Ascomycota"
"2353","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2354","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2355","k__Fungi; p__Ascomycota"
"2356","k__Fungi; p__Ascomycota"
"2357","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"2358","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"2359","k__Fungi; p__Chytridiomycota; c__Spizellomycetes; o__Spizellomycetales"
"2360","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; s__Trichoderma_harzianum"
"2361","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"2362","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"2363","k__Fungi; p__Ascomycota"
"2364","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2365","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"2366","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"2367","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2368","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales"
"2369","k__Fungi; p__Chytridiomycota; c__Spizellomycetes; o__Spizellomycetales; f__Spizellomycetaceae; g__Spizellomyces"
"2370","k__Fungi; p__Ascomycota"
"2371","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"2372","k__Fungi"
"2373","k__Fungi; p__Ascomycota"
"2374","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2375","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales"
"2376","k__Fungi; p__Ascomycota"
"2377","k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; g__Arthrobotrys"
"2378","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"2379","k__Fungi; p__Ascomycota"
"2380","k__Fungi; p__Ascomycota"
"2381","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"2382","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"2383","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales"
"2384","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hymenogastraceae; g__Hebeloma; s__Hebeloma_nigellum"
"2385","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Clitocella; s__Clitocella_popinalis"
"2386","k__Fungi; p__Ascomycota"
"2387","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"2388","k__Fungi; p__Chytridiomycota; c__Spizellomycetes; o__Spizellomycetales; f__Spizellomycetaceae; g__Spizellomyces"
"2389","k__Fungi; p__Ascomycota"
"2390","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"2391","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__unidentified; s__unidentified"
"2392","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"2393","k__Fungi; p__Ascomycota"
"2394","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"2395","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"2396","k__Fungi; p__Ascomycota"
"2397","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"2398","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"2399","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma"
"2400","k__Fungi; p__Ascomycota"
"2401","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Lasiobelonium"
"2402","k__Fungi; p__Chytridiomycota"
"2403","k__Fungi; p__Ascomycota"
"2404","k__Fungi; p__Ascomycota"
"2405","k__Fungi; p__Ascomycota"
"2406","k__Fungi; p__Ascomycota"
"2407","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Sclerodermataceae; g__Scleroderma; s__Scleroderma_areolatum"
"2408","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"2409","k__Fungi; p__Ascomycota"
"2410","k__Fungi; p__Ascomycota"
"2411","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2412","k__Fungi; p__Ascomycota"
"2413","k__Fungi; p__Ascomycota"
"2414","k__Fungi; p__Ascomycota"
"2415","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"2416","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__Ceratobasidium; s__unidentified"
"2417","k__Fungi; p__Ascomycota"
"2418","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"2419","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2420","k__Fungi; p__Ascomycota"
"2421","k__Fungi; p__Ascomycota"
"2422","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Pluteaceae; g__Volvariella"
"2423","k__Fungi; p__Basidiomycota; c__Cystobasidiomycetes; o__Cystobasidiomycetes_ord_Incertae_sedis"
"2424","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2425","k__Fungi; p__Ascomycota"
"2426","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"2427","k__Fungi; p__Ascomycota"
"2428","k__Fungi; p__Ascomycota"
"2429","k__Fungi"
"2430","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"2431","k__Fungi"
"2432","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"2433","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2434","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified"
"2435","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2436","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Corticiales; f__Corticiaceae; g__Laetisaria"
"2437","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2438","k__Fungi; p__Ascomycota"
"2439","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"2440","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"2441","k__Fungi; p__Ascomycota"
"2442","k__Fungi; p__Ascomycota"
"2443","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"2444","k__Fungi; p__Ascomycota"
"2445","k__Fungi; p__Ascomycota"
"2446","k__Fungi; p__Ascomycota"
"2447","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__unidentified; g__unidentified; s__unidentified"
"2448","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Bolbitiaceae; g__Agrocybe; s__Agrocybe_praecox"
"2449","k__Fungi; p__Ascomycota"
"2450","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"2451","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae; g__Claroideoglomus; s__unidentified"
"2452","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"2453","k__Fungi; p__Ascomycota"
"2454","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Physalacriaceae"
"2455","k__Fungi; p__Ascomycota"
"2456","k__Fungi; p__Ascomycota"
"2457","k__Fungi; p__Ascomycota"
"2458","k__Fungi; p__Ascomycota"
"2459","k__Fungi; p__Ascomycota"
"2460","k__Fungi"
"2461","k__Fungi; p__Ascomycota"
"2462","k__Fungi; p__Ascomycota"
"2463","k__Fungi"
"2464","k__Fungi; p__Ascomycota"
"2465","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Steccherinaceae; g__Steccherinum; s__Steccherinum_bourdotii"
"2466","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"2467","k__Fungi; p__Ascomycota"
"2468","k__Fungi; p__Ascomycota"
"2469","k__Fungi; p__Ascomycota"
"2470","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales"
"2471","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Clitopilus; s__unidentified"
"2472","k__Fungi"
"2473","k__Fungi; p__Ascomycota"
"2474","k__Fungi; p__Ascomycota"
"2475","k__Fungi; p__Ascomycota"
"2476","k__Fungi; p__Ascomycota"
"2477","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2478","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Hymenochaetales; f__Hymenochaetaceae; g__Phellinopsis; s__Phellinopsis_junipericola"
"2479","k__Fungi; p__Ascomycota"
"2480","k__Fungi; p__Ascomycota"
"2481","k__Fungi; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Pilobolaceae; g__Pilobolus; s__Pilobolus_lentiger"
"2482","k__Fungi; p__Ascomycota"
"2483","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Physalacriaceae"
"2484","k__Fungi; p__Ascomycota"
"2485","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2486","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; s__Trichoderma_virens"
"2487","k__Fungi; p__Ascomycota"
"2488","k__Fungi; p__Ascomycota"
"2489","k__Fungi; p__Ascomycota"
"2490","k__Fungi; p__Ascomycota"
"2491","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"2492","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Sympoventuriaceae; g__Ochroconis"
"2493","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Hymenoscyphus"
"2494","k__Fungi; p__Ascomycota"
"2495","k__Fungi; p__Ascomycota"
"2496","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae"
"2497","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2498","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Physalacriaceae; g__Dactylosporina"
"2499","k__Fungi; p__Ascomycota"
"2500","k__Fungi; p__Ascomycota"
"2501","k__Fungi"
"2502","k__Fungi; p__Ascomycota"
"2503","k__Fungi; p__Ascomycota"
"2504","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Podoscyphaceae; g__Hypochnicium"
"2505","k__Fungi; p__Ascomycota"
"2506","k__Fungi; p__Ascomycota"
"2507","k__Fungi; p__Ascomycota"
"2508","k__Fungi; p__Ascomycota"
"2509","k__Fungi; p__Ascomycota"
"2510","k__Fungi; p__Ascomycota; c__Sordariomycetes"
"2511","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Leucosporidiales; f__Leucosporidiaceae; g__Leucosporidium; s__Leucosporidium_fellii"
"2512","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"2513","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__unidentified; s__unidentified"
